9.830641848099817004e-01,1.913590426959538293e+00,3.589746583884677378e+00
9.829683331008848279e-01,1.914365615594927572e+00,3.624483707004115374e+00
9.834453387544780378e-01,1.919385370585343864e+00,3.668725441157589362e+00
9.823313216700698680e-01,1.919272740643378494e+00,3.697680513304294259e+00
9.803033308510844535e-01,1.917165437810780304e+00,3.723429236437746148e+00
9.822700343162146241e-01,1.919984011537962276e+00,3.734714928853283045e+00
9.786251021436142006e-01,1.916340557057684135e+00,3.756268744349314126e+00
9.830978984025806611e-01,1.927026149012571965e+00,3.803497847665501030e+00
9.817337424324236173e-01,1.925214630096065971e+00,3.828234743755040803e+00
9.807955926856349871e-01,1.925501374817418121e+00,3.858733965381988096e+00
9.796732609431294536e-01,1.922859310560777857e+00,3.875854834896100609e+00
9.778818695393464155e-01,1.921775933170488893e+00,3.874487466064700403e+00
9.780058451982215351e-01,1.922162074602110415e+00,3.902912978302452984e+00
9.807174302311657543e-01,1.929168759618637541e+00,3.921845547341559435e+00
9.800548045482488924e-01,1.930484941637277352e+00,3.948185544129343860e+00
9.795897262500464775e-01,1.931095955799322361e+00,3.968836324193540932e+00
9.770626154036756716e-01,1.927664798229364651e+00,3.982777662185560175e+00
9.815342291291159205e-01,1.937289569905408237e+00,4.024744542399019132e+00
9.829818765010073234e-01,1.941870348795319723e+00,4.052805125696629318e+00
9.793642352862131917e-01,1.935941835928036925e+00,4.058341309387626161e+00
9.802272978338492093e-01,1.940776803079742097e+00,4.087940169202727958e+00
9.789382584646123542e-01,1.941931494600324104e+00,4.103580333404925007e+00
9.789438352729091797e-01,1.940831950622852409e+00,4.120489191290729991e+00
9.779534401415884703e-01,1.943463666741600315e+00,4.140727895350988064e+00
9.802460422696047670e-01,1.948037533209243888e+00,4.163236668950773378e+00
9.799265499278184688e-01,1.948276711227581615e+00,4.176562900990879790e+00
9.753575076967319069e-01,1.945026119220126581e+00,4.183210123661520008e+00
9.805279316679850199e-01,1.956294842889268359e+00,4.218761062651589455e+00
9.765400980816576482e-01,1.952451623855777196e+00,4.221608886473680045e+00
9.758657569301368850e-01,1.951480296557159599e+00,4.232795521685619455e+00
9.767900688668391673e-01,1.952333818414003552e+00,4.246647152274444004e+00
9.770584906891093269e-01,1.956509745065673878e+00,4.263926635772032903e+00
9.769192051256467835e-01,1.959276629525110947e+00,4.279795266973947854e+00
9.750576158717527697e-01,1.957744271244084233e+00,4.284400747176340118e+00
9.727829102444031095e-01,1.954753851484153815e+00,4.287177232612308764e+00
9.749074965918664848e-01,1.959566851200192250e+00,4.307176789492896063e+00
9.767191711656493247e-01,1.966738060347245964e+00,4.330568021024453707e+00
9.757295434443539195e-01,1.965013789958432566e+00,4.334167562102113180e+00
9.752650860056384374e-01,1.966923775863726354e+00,4.347397753196010406e+00
9.760974387872600744e-01,1.972637467189031879e+00,4.363394700617316602e+00
9.748447405705575886e-01,1.972118157264813876e+00,4.366282615121118482e+00
9.746276503180564266e-01,1.972751916213170365e+00,4.375469940940508451e+00
9.768370467000363488e-01,1.979647334833970485e+00,4.398411571879795368e+00
9.704640468830507682e-01,1.968957039100936335e+00,4.377207946982772491e+00
9.740724761751416994e-01,1.978118242456273990e+00,4.403043601595743262e+00
9.746506986299973141e-01,1.981806709387742282e+00,4.413200912140102794e+00
9.786115850856537124e-01,1.993879430255557805e+00,4.445836908003363952e+00
9.715885754563069465e-01,1.980666535929169081e+00,4.420755600718866418e+00
9.735369812310058490e-01,1.983861476318498296e+00,4.432577035373083341e+00
9.731248455785037610e-01,1.985518168332400801e+00,4.439439084171938887e+00
9.774359639819655277e-01,1.996148404606306714e+00,4.467852788781844886e+00
9.781985538093062038e-01,2.002575773831931194e+00,4.481862044479391294e+00
9.751167281377554064e-01,1.997231057789230046e+00,4.473753834992836076e+00
9.679337290428243756e-01,1.985659819350313438e+00,4.450284199433940380e+00
9.701232311232586003e-01,1.988519344419203305e+00,4.461732935084549823e+00
9.714891986841097671e-01,1.993268138348063712e+00,4.474506421768469799e+00
9.714330608681458479e-01,1.995844017130447678e+00,4.481728435355757156e+00
9.686400068517142525e-01,1.994781067509288741e+00,4.480179390190288657e+00
9.771211751237643961e-01,2.012011047900859051e+00,4.522480922187138042e+00
9.724602735140569498e-01,2.005254934570089187e+00,4.507245462047747786e+00
9.742197391470963641e-01,2.008606106578502803e+00,4.517236653478128972e+00
9.707531228726560268e-01,2.004229701185882284e+00,4.508346807629335373e+00
9.710633380370963241e-01,2.007720890913771594e+00,4.517726279113226440e+00
9.735010830981175589e-01,2.017856513103493121e+00,4.539258288740948721e+00
9.722564848071060251e-01,2.016299704816059357e+00,4.537387527380919217e+00
9.727616767614669646e-01,2.016966175828869723e+00,4.540090141315060279e+00
9.745943489748553068e-01,2.021995980528104475e+00,4.550688721855773444e+00
9.738010614159029465e-01,2.022774717552257240e+00,4.553810131302808983e+00
9.784595434680221082e-01,2.034056394153640035e+00,4.578603202175788311e+00
9.747991239926788731e-01,2.029698653006481557e+00,4.567672078219151111e+00
9.790969965984257506e-01,2.038388796512649481e+00,4.586875949593948398e+00
9.687053706187895852e-01,2.025015982330377273e+00,4.558397961479491833e+00
9.725373277275306538e-01,2.030902919426136766e+00,4.574271608613057261e+00
9.682185404928822514e-01,2.025057268629642415e+00,4.561655069925470762e+00
9.662549468691999932e-01,2.020711862729666741e+00,4.552023141322937505e+00
9.668280998774383406e-01,2.025507650991409836e+00,4.559483421851679097e+00
9.702278898538321261e-01,2.034283601500221916e+00,4.579492903578612051e+00
9.696200333098781154e-01,2.034837378407121200e+00,4.580708413846652505e+00
9.681925914982504322e-01,2.030011794168332884e+00,4.571480559407589794e+00
9.702057236577139587e-01,2.036829422272631973e+00,4.586087471104174362e+00
9.714569677978451834e-01,2.041914625320967680e+00,4.596707066667652164e+00
9.677618162195613660e-01,2.035765866197833063e+00,4.582259499626244903e+00
9.669049395541555736e-01,2.035000870258328209e+00,4.581021493253614629e+00
9.758855556367260764e-01,2.055647447470800415e+00,4.627787958047882455e+00
9.753586758605966578e-01,2.053763479415982030e+00,4.624393108040940170e+00
9.661201232552094620e-01,2.040292059904758926e+00,4.591578082072059530e+00
9.688868567637010099e-01,2.044941020743356042e+00,4.604432581219755072e+00
9.642291624237636638e-01,2.035825890005960481e+00,4.583560703026395622e+00
9.631570429510702969e-01,2.034727427005596390e+00,4.580253659207883743e+00
9.633157254400043223e-01,2.036900337271771999e+00,4.583173838409956069e+00
